1.4724 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
  as the first library (before anything that uses scipy)
  and make sure that avbin is installed.
371.5714 	DATA 	Keypress: lshift
371.5719 	DATA 	Keypress: t
374.5712 	DATA 	Keypress: lshift
374.5718 	DATA 	Keypress: t
374.9232 	DATA 	Begin trial
375.6381 	DATA 	Keypress: b
376.0046 	DATA 	Keypress: b
376.3052 	DATA 	Keypress: b
376.5881 	DATA 	Keypress: b
376.9214 	DATA 	Keypress: b
377.2879 	DATA 	Keypress: b
377.5711 	DATA 	Keypress: lshift
377.5716 	DATA 	Keypress: t
377.6550 	DATA 	Keypress: b
378.0213 	DATA 	Keypress: b
378.3711 	DATA 	Keypress: b
378.7545 	DATA 	Keypress: b
379.1380 	DATA 	Keypress: b
379.5212 	DATA 	Keypress: b
379.9213 	DATA 	Keypress: b
380.3379 	DATA 	Keypress: b
380.5715 	DATA 	Keypress: lshift
380.5720 	DATA 	Keypress: t
380.7214 	DATA 	Keypress: b
381.1046 	DATA 	Keypress: b
381.4547 	DATA 	Keypress: b
381.8712 	DATA 	Keypress: b
382.2712 	DATA 	Keypress: b
382.6379 	DATA 	Keypress: b
383.0355 	DATA 	Keypress: b
383.4354 	DATA 	Keypress: b
383.5690 	DATA 	Keypress: lshift
383.5693 	DATA 	Keypress: t
383.8689 	DATA 	Keypress: b
384.2546 	DATA 	Keypress: b
384.6383 	DATA 	Keypress: b
385.0712 	DATA 	Keypress: b
385.4545 	DATA 	Keypress: b
385.8716 	DATA 	Keypress: b
385.9614 	DATA 	End trial
386.5680 	DATA 	Keypress: lshift
386.5683 	DATA 	Keypress: t
389.5712 	DATA 	Keypress: lshift
389.5717 	DATA 	Keypress: t
392.5712 	DATA 	Keypress: lshift
392.5717 	DATA 	Keypress: t
395.5712 	DATA 	Keypress: lshift
395.5717 	DATA 	Keypress: t
398.5695 	DATA 	Keypress: lshift
398.5699 	DATA 	Keypress: t
401.5712 	DATA 	Keypress: lshift
401.5717 	DATA 	Keypress: t
404.5713 	DATA 	Keypress: lshift
404.5718 	DATA 	Keypress: t
404.9577 	DATA 	Begin trial
405.6880 	DATA 	Keypress: b
406.0383 	DATA 	Keypress: b
406.3713 	DATA 	Keypress: b
406.6879 	DATA 	Keypress: b
407.0381 	DATA 	Keypress: b
407.3212 	DATA 	Keypress: b
407.5712 	DATA 	Keypress: lshift
407.5717 	DATA 	Keypress: t
407.6546 	DATA 	Keypress: b
407.9547 	DATA 	Keypress: b
408.2551 	DATA 	Keypress: b
408.5882 	DATA 	Keypress: b
408.9048 	DATA 	Keypress: b
409.3049 	DATA 	Keypress: b
409.6378 	DATA 	Keypress: b
409.9923 	DATA 	End trial
409.9929 	DATA 	Keypress: b
410.5712 	DATA 	Keypress: lshift
410.5718 	DATA 	Keypress: t
413.5711 	DATA 	Keypress: lshift
413.5716 	DATA 	Keypress: t
416.5710 	DATA 	Keypress: lshift
416.5715 	DATA 	Keypress: t
419.5713 	DATA 	Keypress: lshift
419.5718 	DATA 	Keypress: t
422.5712 	DATA 	Keypress: lshift
422.5717 	DATA 	Keypress: t
425.5712 	DATA 	Keypress: lshift
425.5717 	DATA 	Keypress: t
428.5712 	DATA 	Keypress: lshift
428.5717 	DATA 	Keypress: t
431.5712 	DATA 	Keypress: lshift
431.5717 	DATA 	Keypress: t
435.0703 	DATA 	start rating A
450.6049 	DATA 	Keypress: a
451.1853 	DATA 	Keypress: a
451.6615 	DATA 	Keypress: a
456.0190 	DATA 	Keypress: space
460.9227 	DATA 	Mouse: Left button down, pos=(22,44)
461.0681 	DATA 	Mouse:  Left button up, pos=(22,44)
461.9243 	DATA 	Keypress: space
462.6840 	DATA 	Keypress: return
462.6856 	DATA 	RatingScale rateA_scale: (key response) rating=1
462.6856 	DATA 	RatingScale rateA_scale: rating RT=27.615
462.6856 	DATA 	RatingScale rateA_scale: history=[(4.0, 0.0), (3, 15.539), (2, 16.119), (1, 16.592), (1, 27.615)]
462.6998 	DATA 	1.0
462.6998 	DATA 	end rating A
462.7658 	DATA 	start rating B
468.1047 	DATA 	Keypress: a
468.8956 	DATA 	Keypress: a
470.7447 	DATA 	Keypress: a
477.4189 	DATA 	Keypress: return
477.4205 	DATA 	RatingScale rateB_scale: (key response) rating=1
477.4205 	DATA 	RatingScale rateB_scale: rating RT=14.654
477.4205 	DATA 	RatingScale rateB_scale: history=[(4.0, 0.0), (3, 5.344), (2, 6.144), (1, 7.98), (1, 14.654)]
477.4332 	DATA 	1.0
477.4332 	DATA 	end rating B
