1.5231 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
  as the first library (before anything that uses scipy)
  and make sure that avbin is installed.
474.4750 	DATA 	Keypress: a
474.7422 	DATA 	Keypress: a
475.0090 	DATA 	Keypress: a
475.2771 	DATA 	Keypress: a
475.5591 	DATA 	Keypress: a
475.8419 	DATA 	Keypress: a
476.1087 	DATA 	Keypress: a
476.4107 	DATA 	Keypress: a
476.6755 	DATA 	Keypress: a
477.0752 	DATA 	Keypress: lshift
477.0759 	DATA 	Keypress: t
477.1925 	DATA 	Keypress: a
477.4926 	DATA 	Keypress: a
477.7257 	DATA 	Keypress: a
478.2756 	DATA 	Keypress: a
478.5595 	DATA 	Keypress: a
478.8757 	DATA 	Keypress: a
479.2257 	DATA 	Keypress: a
479.6422 	DATA 	Keypress: a
480.0766 	DATA 	Keypress: lshift
480.0771 	DATA 	Keypress: t
480.4158 	DATA 	End trial
483.0761 	DATA 	Keypress: lshift
483.0768 	DATA 	Keypress: t
486.0757 	DATA 	Keypress: lshift
486.0762 	DATA 	Keypress: t
489.0756 	DATA 	Keypress: lshift
489.0761 	DATA 	Keypress: t
492.0759 	DATA 	Keypress: lshift
492.0764 	DATA 	Keypress: t
495.0758 	DATA 	Keypress: lshift
495.0764 	DATA 	Keypress: t
496.9427 	DATA 	Keypress: a
497.2088 	DATA 	Keypress: a
497.4585 	DATA 	Keypress: a
498.0762 	DATA 	Keypress: lshift
498.0767 	DATA 	Keypress: t
501.0766 	DATA 	Keypress: lshift
501.0773 	DATA 	Keypress: t
501.4121 	DATA 	Begin trial
502.1756 	DATA 	Keypress: a
502.5586 	DATA 	Keypress: a
502.8925 	DATA 	Keypress: a
503.3085 	DATA 	Keypress: a
503.6760 	DATA 	Keypress: a
504.0755 	DATA 	Keypress: a
504.0767 	DATA 	Keypress: lshift
504.0773 	DATA 	Keypress: t
504.5257 	DATA 	Keypress: a
505.0754 	DATA 	Keypress: a
505.5256 	DATA 	Keypress: a
505.9585 	DATA 	Keypress: a
506.4422 	DATA 	Keypress: a
506.8755 	DATA 	Keypress: a
507.0754 	DATA 	Keypress: lshift
507.0759 	DATA 	Keypress: t
507.8587 	DATA 	Keypress: a
509.4252 	DATA 	Keypress: a
509.4502 	DATA 	End trial
510.0759 	DATA 	Keypress: lshift
510.0765 	DATA 	Keypress: t
513.0764 	DATA 	Keypress: lshift
513.0770 	DATA 	Keypress: t
516.0755 	DATA 	Keypress: lshift
516.0760 	DATA 	Keypress: t
519.0751 	DATA 	Keypress: lshift
519.0757 	DATA 	Keypress: t
522.0761 	DATA 	Keypress: lshift
522.0766 	DATA 	Keypress: t
525.0763 	DATA 	Keypress: lshift
525.0768 	DATA 	Keypress: t
528.0754 	DATA 	Keypress: lshift
528.0759 	DATA 	Keypress: t
531.0758 	DATA 	Keypress: lshift
531.0765 	DATA 	Keypress: t
531.4438 	DATA 	Begin trial
532.0924 	DATA 	Keypress: a
532.4757 	DATA 	Keypress: a
532.7585 	DATA 	Keypress: a
532.9927 	DATA 	Keypress: a
533.2423 	DATA 	Keypress: a
534.0769 	DATA 	Keypress: lshift
534.0774 	DATA 	Keypress: t
534.2590 	DATA 	Keypress: a
535.3420 	DATA 	Keypress: a
535.7587 	DATA 	Keypress: a
536.8090 	DATA 	Keypress: a
537.0767 	DATA 	Keypress: lshift
537.0772 	DATA 	Keypress: t
540.0736 	DATA 	Keypress: lshift
540.0741 	DATA 	Keypress: t
540.7589 	DATA 	Keypress: a
541.1925 	DATA 	Keypress: a
541.5252 	DATA 	Keypress: a
541.8589 	DATA 	Keypress: a
542.4428 	DATA 	Keypress: a
542.9423 	DATA 	Keypress: a
543.0756 	DATA 	Keypress: lshift
543.0761 	DATA 	Keypress: t
543.3588 	DATA 	Keypress: a
543.8921 	DATA 	Keypress: a
544.3417 	DATA 	Keypress: a
545.5585 	DATA 	Keypress: a
546.0765 	DATA 	Keypress: lshift
546.0771 	DATA 	Keypress: t
546.9752 	DATA 	Keypress: a
547.4832 	DATA 	End trial
547.6259 	DATA 	Keypress: a
549.0764 	DATA 	Keypress: lshift
549.0771 	DATA 	Keypress: t
552.0756 	DATA 	Keypress: lshift
552.0762 	DATA 	Keypress: t
555.0765 	DATA 	Keypress: lshift
555.0771 	DATA 	Keypress: t
558.0763 	DATA 	Keypress: lshift
558.0769 	DATA 	Keypress: t
558.5917 	DATA 	Keypress: a
561.0754 	DATA 	Keypress: lshift
561.0759 	DATA 	Keypress: t
561.4789 	DATA 	Begin trial
561.8757 	DATA 	Keypress: a
562.2609 	DATA 	Keypress: a
562.6254 	DATA 	Keypress: a
562.9922 	DATA 	Keypress: a
563.3256 	DATA 	Keypress: a
563.6928 	DATA 	Keypress: a
564.0752 	DATA 	Keypress: a
564.0765 	DATA 	Keypress: lshift
564.0770 	DATA 	Keypress: t
564.4084 	DATA 	Keypress: a
564.7253 	DATA 	Keypress: a
565.0756 	DATA 	Keypress: a
565.4756 	DATA 	Keypress: a
565.9085 	DATA 	Keypress: a
566.2757 	DATA 	Keypress: a
566.6756 	DATA 	Keypress: a
567.0252 	DATA 	Keypress: a
567.0769 	DATA 	Keypress: lshift
567.0774 	DATA 	Keypress: t
567.3750 	DATA 	Keypress: a
567.7587 	DATA 	Keypress: a
568.1254 	DATA 	Keypress: a
568.5256 	DATA 	Keypress: a
568.9085 	DATA 	Keypress: a
569.2920 	DATA 	Keypress: a
569.7255 	DATA 	Keypress: a
570.0754 	DATA 	Keypress: lshift
570.0759 	DATA 	Keypress: t
570.1415 	DATA 	Keypress: a
570.5755 	DATA 	Keypress: a
570.9588 	DATA 	Keypress: a
571.3921 	DATA 	Keypress: a
571.7921 	DATA 	Keypress: a
572.1918 	DATA 	Keypress: a
572.5186 	DATA 	End trial
572.5922 	DATA 	Keypress: a
573.0751 	DATA 	Keypress: lshift
573.0758 	DATA 	Keypress: t
576.0768 	DATA 	Keypress: lshift
576.0774 	DATA 	Keypress: t
577.2084 	DATA 	Keypress: a
579.0755 	DATA 	Keypress: lshift
579.0760 	DATA 	Keypress: t
582.0752 	DATA 	Keypress: lshift
582.0757 	DATA 	Keypress: t
585.0754 	DATA 	Keypress: lshift
585.0760 	DATA 	Keypress: t
588.0766 	DATA 	Keypress: lshift
588.0771 	DATA 	Keypress: t
591.6045 	DATA 	start rating A
608.2143 	DATA 	Keypress: a
616.6066 	DATA 	Keypress: return
616.6082 	DATA 	RatingScale rateA_scale: (key response) rating=3
616.6083 	DATA 	RatingScale rateA_scale: rating RT=25.003
616.6083 	DATA 	RatingScale rateA_scale: history=[(4.0, 0.0), (3, 16.61), (3, 25.003)]
616.6191 	DATA 	3.0
616.6191 	DATA 	end rating A
616.6866 	DATA 	start rating B
620.1752 	DATA 	Keypress: a
622.0257 	DATA 	Keypress: a
623.8087 	DATA 	Keypress: a
627.9748 	DATA 	Keypress: return
627.9764 	DATA 	RatingScale rateB_scale: (key response) rating=1
627.9765 	DATA 	RatingScale rateB_scale: rating RT=11.289
627.9765 	DATA 	RatingScale rateB_scale: history=[(4.0, 0.0), (3, 3.494), (2, 5.345), (1, 7.128), (1, 11.289)]
627.9877 	DATA 	1.0
627.9877 	DATA 	end rating B
